Customer_ID,Loan_Amount,Customer_Vintage,No_of_MFIs,Category,Region,Income,Credit_Score,CREATED_TS,Final_Status
10628,254497,0,5,CAGL+1,North,18303,553,2026-03-19 19:00:00,Rejected
10629,170592,1,5,Unique,East,63635,730,2026-03-19 20:00:00,Rejected
10630,54397,7,3,CAGL+1,West,75715,709,2026-03-19 21:00:00,Approved
10631,287132,1,5,Unique,North,41017,634,2026-03-19 22:00:00,Rejected
10632,168795,9,5,CAGL+2,North,68926,563,2026-03-19 23:00:00,Rejected
10633,43800,8,1,CAGL+1,West,31076,792,2026-03-20 00:00:00,Approved
10634,168502,2,1,Unique,West,30082,663,2026-03-20 01:00:00,Rejected
10635,209548,2,1,CAGL+1,South,79058,664,2026-03-20 02:00:00,Approved
10636,267653,5,2,CAGL+1,North,51235,618,2026-03-20 03:00:00,Rejected
10637,62284,2,3,Unique,West,56050,765,2026-03-20 04:00:00,Approved
10638,66232,8,1,CAGL+2,South,64301,643,2026-03-20 05:00:00,Approved
10639,54420,7,5,CAGL+2,West,76101,777,2026-03-20 06:00:00,Approved
10640,102035,3,2,Others,South,61361,634,2026-03-20 07:00:00,Approved
10641,207241,5,3,CAGL+2,North,77556,771,2026-03-20 08:00:00,Rejected
10642,203529,7,1,CAGL+2,West,62101,573,2026-03-20 09:00:00,Rejected
10643,259863,3,1,Unique,West,77707,636,2026-03-20 10:00:00,Approved
10644,35968,4,3,CAGL+2,North,23512,581,2026-03-20 11:00:00,Rejected
10645,72508,6,1,Unique,East,59641,767,2026-03-20 12:00:00,Approved
10646,245863,7,3,Unique,South,31856,607,2026-03-20 13:00:00,Approved
10647,204292,6,3,CAGL+1,South,45674,733,2026-03-20 14:00:00,Approved
10648,95366,7,5,CAGL+1,West,18310,569,2026-03-20 15:00:00,Rejected
10649,15738,3,3,CAGL+1,North,43847,775,2026-03-20 16:00:00,Rejected
10650,13098,0,4,CAGL+1,North,44696,679,2026-03-20 17:00:00,Approved
10651,105424,5,1,CAGL+2,East,37129,622,2026-03-20 18:00:00,Approved
10652,214705,4,5,Unique,North,55567,594,2026-03-20 19:00:00,Rejected
10653,88672,3,2,CAGL+1,North,56423,564,2026-03-20 20:00:00,Rejected
10654,149325,1,4,Unique,East,38096,679,2026-03-20 21:00:00,Rejected
10655,135349,0,3,CAGL+1,South,63095,742,2026-03-20 22:00:00,Approved
10656,60969,8,2,Unique,North,12413,724,2026-03-20 23:00:00,Approved
10657,100744,1,2,CAGL+1,North,65503,634,2026-03-21 00:00:00,Rejected
10658,211495,8,2,Unique,South,62120,622,2026-03-21 01:00:00,Approved
10659,127286,5,2,CAGL+2,South,74783,789,2026-03-21 02:00:00,Approved
10660,85028,5,5,CAGL+2,East,45887,590,2026-03-21 03:00:00,Rejected
10661,48575,1,5,Unique,South,79519,640,2026-03-21 04:00:00,Approved
10662,13192,5,2,CAGL+2,North,69162,715,2026-03-21 05:00:00,Rejected
10663,121116,2,4,Unique,South,64404,789,2026-03-21 06:00:00,Approved
10664,91311,6,1,CAGL+1,West,37427,601,2026-03-21 07:00:00,Rejected
10665,90781,9,1,CAGL+1,East,40125,670,2026-03-21 08:00:00,Rejected
10666,46527,3,5,CAGL+1,North,44263,599,2026-03-21 09:00:00,Rejected
10667,62181,8,4,Unique,East,65914,569,2026-03-21 10:00:00,Rejected
10668,101472,4,4,Unique,East,18997,635,2026-03-21 11:00:00,Approved
10669,91219,9,3,CAGL+1,East,38969,566,2026-03-21 12:00:00,Rejected
10670,129783,2,5,Unique,East,64999,611,2026-03-21 13:00:00,Approved
10671,171554,0,4,CAGL+1,East,25428,599,2026-03-21 14:00:00,Rejected
10672,189300,0,4,CAGL+2,South,14035,615,2026-03-21 15:00:00,Rejected
10673,93265,3,1,CAGL+1,East,69157,612,2026-03-21 16:00:00,Approved
10674,60126,9,4,CAGL+1,East,21373,628,2026-03-21 17:00:00,Approved
10675,292689,9,4,Unique,East,70204,662,2026-03-21 18:00:00,Rejected
10676,65114,3,2,Unique,West,43413,686,2026-03-21 19:00:00,Approved
10677,216422,8,1,CAGL+1,North,11603,710,2026-03-21 20:00:00,Approved
10678,198873,7,1,Others,East,27760,722,2026-03-21 21:00:00,Approved
10679,286034,3,2,Unique,West,77756,710,2026-03-21 22:00:00,Approved
10680,131284,5,1,Unique,North,59456,681,2026-03-21 23:00:00,Approved
10681,204469,6,3,CAGL+1,South,21091,672,2026-03-22 00:00:00,Approved
10682,152290,9,3,CAGL+2,East,71617,742,2026-03-22 01:00:00,Approved
10683,98241,7,5,CAGL+1,East,13257,686,2026-03-22 02:00:00,Rejected
10684,192615,3,1,Unique,West,36608,749,2026-03-22 03:00:00,Approved
10685,40921,0,1,Unique,East,57616,757,2026-03-22 04:00:00,Approved
10686,171686,4,3,CAGL+2,South,53977,642,2026-03-22 05:00:00,Approved
10687,202261,0,5,CAGL+1,North,37972,785,2026-03-22 06:00:00,Rejected
10688,27601,3,5,Unique,West,62393,653,2026-03-22 07:00:00,Approved
10689,103332,6,3,CAGL+2,West,58336,668,2026-03-22 08:00:00,Approved
10690,212615,6,3,CAGL+2,East,55677,623,2026-03-22 09:00:00,Approved
10691,245572,0,2,CAGL+2,South,30243,670,2026-03-22 10:00:00,Rejected
10692,140439,8,5,CAGL+2,South,16222,700,2026-03-22 11:00:00,Rejected
10693,249691,1,5,Unique,East,33601,751,2026-03-22 12:00:00,Rejected
10694,129277,4,2,Others,North,12722,656,2026-03-22 13:00:00,Approved
10695,152857,5,3,Others,North,57126,771,2026-03-22 14:00:00,Approved
10696,50910,0,2,Unique,West,62302,797,2026-03-22 15:00:00,Approved
10697,180100,1,2,Unique,South,33913,676,2026-03-22 16:00:00,Approved
10698,165927,6,4,CAGL+1,South,35563,550,2026-03-22 17:00:00,Rejected
10699,296425,5,5,Unique,North,47131,661,2026-03-22 18:00:00,Rejected
10700,14841,5,3,CAGL+2,North,18920,693,2026-03-22 19:00:00,Rejected
10701,107204,5,4,CAGL+1,West,31791,619,2026-03-22 20:00:00,Approved
10702,70155,6,4,CAGL+2,West,35956,696,2026-03-22 21:00:00,Approved
10703,269589,9,4,Others,South,25108,711,2026-03-22 22:00:00,Rejected
10704,271140,8,3,Others,West,73774,662,2026-03-22 23:00:00,Approved
10705,158515,8,2,Unique,West,68087,630,2026-03-23 00:00:00,Approved
10706,142994,1,3,Unique,North,55851,609,2026-03-23 01:00:00,Approved
10707,153063,1,5,CAGL+2,East,34396,612,2026-03-23 02:00:00,Rejected
10708,114405,4,5,Unique,North,23607,737,2026-03-23 03:00:00,Approved
10709,63744,9,2,CAGL+1,North,69163,598,2026-03-23 04:00:00,Rejected
10710,12473,6,3,Others,North,58675,624,2026-03-23 05:00:00,Rejected
10711,149180,2,2,CAGL+1,East,31836,642,2026-03-23 06:00:00,Approved
10712,38715,2,2,CAGL+1,East,55170,776,2026-03-23 07:00:00,Approved
10713,254826,3,3,CAGL+2,East,38067,609,2026-03-23 08:00:00,Approved
10714,263856,2,5,CAGL+1,South,50498,577,2026-03-23 09:00:00,Rejected
10715,249419,2,3,Unique,East,59616,626,2026-03-23 10:00:00,Rejected
10716,262508,7,5,Unique,North,16505,681,2026-03-23 11:00:00,Rejected
10717,174434,6,1,Unique,North,77518,729,2026-03-23 12:00:00,Approved
10718,64604,6,1,Unique,South,65886,629,2026-03-23 13:00:00,Approved
10719,14889,9,1,CAGL+1,West,22720,603,2026-03-23 14:00:00,Approved
10720,230629,1,4,Unique,South,57291,711,2026-03-23 15:00:00,Rejected
10721,60551,8,5,Unique,North,71086,762,2026-03-23 16:00:00,Approved
10722,144273,5,5,Unique,North,79926,565,2026-03-23 17:00:00,Rejected
10723,247230,2,3,CAGL+1,East,23733,633,2026-03-23 18:00:00,Approved
10724,246139,8,5,Unique,South,21431,651,2026-03-23 19:00:00,Rejected
10725,118957,8,3,CAGL+2,East,39719,584,2026-03-23 20:00:00,Rejected
10726,99882,5,4,Others,West,62116,585,2026-03-23 21:00:00,Rejected
10727,220323,9,3,Unique,East,77903,630,2026-03-23 22:00:00,Approved
10728,277825,5,1,Unique,East,70338,714,2026-03-23 23:00:00,Approved
10729,111982,7,3,Unique,East,53035,636,2026-03-24 00:00:00,Approved
10730,56870,7,3,Unique,West,29324,723,2026-03-24 01:00:00,Approved
10731,223328,5,3,Unique,East,53606,731,2026-03-24 02:00:00,Approved
10732,169224,6,5,Unique,North,27992,584,2026-03-24 03:00:00,Rejected
10733,60061,3,2,Unique,West,34566,732,2026-03-24 04:00:00,Approved
10734,198691,0,2,CAGL+1,East,16667,683,2026-03-24 05:00:00,Approved
10735,68235,3,2,CAGL+2,South,64738,614,2026-03-24 06:00:00,Approved
10736,100073,7,5,CAGL+2,South,47463,676,2026-03-24 07:00:00,Approved
10737,21217,7,1,CAGL+1,East,64869,653,2026-03-24 08:00:00,Approved
10738,202386,1,2,Others,South,50219,742,2026-03-24 09:00:00,Approved
10739,273552,6,2,CAGL+1,South,23986,783,2026-03-24 10:00:00,Approved
10740,52903,0,4,CAGL+2,West,34261,799,2026-03-24 11:00:00,Approved
10741,225280,1,4,CAGL+1,West,51973,552,2026-03-24 12:00:00,Rejected
10742,117042,7,1,CAGL+1,North,79489,795,2026-03-24 13:00:00,Approved
10743,253725,9,3,CAGL+1,West,60129,594,2026-03-24 14:00:00,Rejected
10744,142290,3,3,CAGL+1,North,48687,728,2026-03-24 15:00:00,Approved
10745,191644,2,4,CAGL+1,East,37821,628,2026-03-24 16:00:00,Rejected
10746,119268,1,4,CAGL+2,West,55330,750,2026-03-24 17:00:00,Rejected
10747,40105,5,1,Unique,North,64360,647,2026-03-24 18:00:00,Rejected
10748,79634,3,1,Unique,West,68120,574,2026-03-24 19:00:00,Rejected
10749,148691,2,5,Unique,East,41871,630,2026-03-24 20:00:00,Approved
10750,28226,2,3,CAGL+2,South,20176,604,2026-03-24 21:00:00,Approved
10751,35322,9,5,CAGL+2,South,22933,749,2026-03-24 22:00:00,Approved
10752,177284,2,2,Unique,North,79201,615,2026-03-24 23:00:00,Approved
10753,104835,7,1,Unique,West,17114,555,2026-03-25 00:00:00,Rejected
10754,265027,8,3,Others,South,40252,700,2026-03-25 01:00:00,Approved
10755,83079,8,3,CAGL+1,West,28508,599,2026-03-25 02:00:00,Rejected
10756,33946,4,5,Unique,East,33212,626,2026-03-25 03:00:00,Approved
10757,172812,0,4,Unique,East,33516,646,2026-03-25 04:00:00,Rejected
10758,17253,9,4,CAGL+2,North,21870,687,2026-03-25 05:00:00,Approved
10759,89311,4,1,Unique,South,12413,584,2026-03-25 06:00:00,Rejected
10760,77593,0,4,CAGL+1,South,11594,782,2026-03-25 07:00:00,Approved
10761,159485,8,2,CAGL+1,East,72929,635,2026-03-25 08:00:00,Approved
10762,236833,9,3,CAGL+1,East,35853,626,2026-03-25 09:00:00,Approved
10763,48485,7,4,Unique,North,55110,746,2026-03-25 10:00:00,Approved
10764,209304,6,1,Others,North,63453,619,2026-03-25 11:00:00,Approved
10765,288245,1,2,Unique,North,76857,654,2026-03-25 12:00:00,Approved
10766,18831,1,5,CAGL+1,North,75687,689,2026-03-25 13:00:00,Approved
10767,15004,3,5,Unique,West,48688,636,2026-03-25 14:00:00,Approved
10768,47170,8,2,Unique,East,25564,726,2026-03-25 15:00:00,Approved
10769,53555,8,1,CAGL+1,West,67231,656,2026-03-25 16:00:00,Approved
10770,128115,7,5,Unique,North,33205,596,2026-03-25 17:00:00,Rejected
10771,188475,4,3,CAGL+1,East,78472,642,2026-03-25 18:00:00,Approved
10772,217132,6,3,Unique,South,69009,644,2026-03-25 19:00:00,Approved
10773,73471,8,1,CAGL+1,North,77893,551,2026-03-25 20:00:00,Rejected
10774,67287,2,1,Unique,East,78108,763,2026-03-25 21:00:00,Rejected
10775,126475,3,3,Others,South,34585,695,2026-03-25 22:00:00,Approved
10776,60151,1,1,CAGL+2,West,62721,573,2026-03-25 23:00:00,Rejected
10777,77384,8,2,CAGL+2,North,25427,563,2026-03-26 00:00:00,Rejected
10778,43541,6,1,CAGL+2,West,67958,587,2026-03-26 01:00:00,Rejected
10779,82847,5,3,CAGL+1,West,78798,590,2026-03-26 02:00:00,Rejected
10780,228171,4,4,Unique,North,59152,583,2026-03-26 03:00:00,Rejected
10781,221811,6,1,Others,East,63478,790,2026-03-26 04:00:00,Approved
10782,223739,2,5,CAGL+1,East,61901,617,2026-03-26 05:00:00,Rejected
10783,177813,4,2,CAGL+2,West,70441,751,2026-03-26 06:00:00,Approved
10784,109919,1,2,CAGL+1,East,42347,621,2026-03-26 07:00:00,Approved
10785,226746,4,2,Unique,North,43532,715,2026-03-26 08:00:00,Approved
10786,204020,6,5,CAGL+1,West,15522,640,2026-03-26 09:00:00,Rejected
10787,71768,9,5,Unique,South,73411,740,2026-03-26 10:00:00,Approved
10788,53262,6,2,Unique,West,77169,579,2026-03-26 11:00:00,Rejected
10789,30605,8,2,CAGL+1,North,46849,616,2026-03-26 12:00:00,Approved
10790,88590,2,2,CAGL+2,North,33076,588,2026-03-26 13:00:00,Rejected
10791,89397,7,1,Unique,East,52712,706,2026-03-26 14:00:00,Rejected
10792,87123,4,5,Unique,South,78053,773,2026-03-26 15:00:00,Approved
10793,285659,6,3,CAGL+1,North,48820,591,2026-03-26 16:00:00,Rejected
10794,288744,0,1,Unique,West,30004,726,2026-03-26 17:00:00,Approved
10795,168964,0,3,Others,East,12222,637,2026-03-26 18:00:00,Approved
10796,178767,3,1,Unique,West,68282,797,2026-03-26 19:00:00,Approved
10797,145501,4,1,Others,North,58048,641,2026-03-26 20:00:00,Approved
10798,145678,9,3,Others,East,68219,644,2026-03-26 21:00:00,Rejected
10799,124380,2,2,Others,North,35942,568,2026-03-26 22:00:00,Rejected
10800,181206,5,3,Unique,East,53553,706,2026-03-26 23:00:00,Approved
10801,166547,2,4,Unique,North,32866,757,2026-03-27 00:00:00,Rejected
10802,162802,4,5,Unique,East,57508,582,2026-03-27 01:00:00,Rejected
10803,162185,0,4,CAGL+2,North,26829,776,2026-03-27 02:00:00,Rejected
10804,161083,2,1,CAGL+2,West,46619,764,2026-03-27 03:00:00,Approved
10805,65746,6,3,Unique,West,56609,759,2026-03-27 04:00:00,Approved
10806,183925,2,2,Unique,West,67380,588,2026-03-27 05:00:00,Rejected
10807,178393,4,2,CAGL+1,South,45346,714,2026-03-27 06:00:00,Approved
10808,293453,6,4,Unique,South,29493,690,2026-03-27 07:00:00,Rejected
10809,78879,1,4,CAGL+1,East,12738,694,2026-03-27 08:00:00,Approved
10810,77592,2,1,CAGL+2,South,40898,685,2026-03-27 09:00:00,Approved
10811,230084,3,5,CAGL+1,South,71689,594,2026-03-27 10:00:00,Rejected
10812,207494,4,1,CAGL+2,North,36910,584,2026-03-27 11:00:00,Rejected
10813,280728,8,2,Unique,South,75774,694,2026-03-27 12:00:00,Approved
10814,134555,8,3,Unique,South,77017,752,2026-03-27 13:00:00,Approved
10815,28830,3,4,CAGL+1,South,61083,568,2026-03-27 14:00:00,Rejected
10816,226897,8,2,CAGL+2,South,53622,779,2026-03-27 15:00:00,Rejected
10817,262234,3,1,CAGL+1,East,42687,599,2026-03-27 16:00:00,Rejected
10818,275735,1,5,Unique,South,39153,626,2026-03-27 17:00:00,Rejected
10819,103878,9,3,Unique,East,59167,775,2026-03-27 18:00:00,Rejected
10820,135407,0,5,CAGL+1,West,51492,699,2026-03-27 19:00:00,Approved
10821,126869,6,1,Unique,South,14651,633,2026-03-27 20:00:00,Approved
10822,267716,3,1,Unique,West,46049,713,2026-03-27 21:00:00,Approved
10823,293539,7,2,Unique,North,60789,772,2026-03-27 22:00:00,Approved
10824,26738,7,3,Unique,South,48937,580,2026-03-27 23:00:00,Rejected
10825,143703,7,1,Unique,North,50358,567,2026-03-28 00:00:00,Rejected
10826,158977,5,2,Unique,West,19385,769,2026-03-28 01:00:00,Approved
10827,29056,8,1,Unique,West,18009,697,2026-03-28 02:00:00,Rejected
10828,250746,3,2,Unique,South,35344,739,2026-03-28 03:00:00,Approved
10829,125316,4,5,CAGL+1,South,57643,583,2026-03-28 04:00:00,Rejected
10830,176519,3,2,CAGL+1,North,34624,571,2026-03-28 05:00:00,Rejected
10831,64418,4,5,Unique,East,38735,671,2026-03-28 06:00:00,Approved
10832,36014,1,4,CAGL+2,West,21520,727,2026-03-28 07:00:00,Approved
10833,214071,4,1,CAGL+1,West,47411,777,2026-03-28 08:00:00,Approved
10834,248989,9,4,CAGL+1,North,76231,621,2026-03-28 09:00:00,Rejected
10835,191350,7,3,CAGL+2,East,55639,797,2026-03-28 10:00:00,Rejected
10836,273924,8,4,CAGL+2,North,59059,770,2026-03-28 11:00:00,Rejected
10837,200330,6,2,CAGL+2,West,79230,699,2026-03-28 12:00:00,Rejected
10838,52192,6,2,CAGL+1,West,23308,680,2026-03-28 13:00:00,Rejected
10839,53923,5,3,CAGL+1,South,63254,722,2026-03-28 14:00:00,Rejected
10840,99196,1,3,Unique,East,56665,679,2026-03-28 15:00:00,Approved
10841,12395,9,1,CAGL+2,East,29348,750,2026-03-28 16:00:00,Approved
10842,238456,9,2,Unique,South,48389,750,2026-03-28 17:00:00,Approved
10843,81028,8,3,CAGL+2,East,14058,703,2026-03-28 18:00:00,Approved
10844,252463,4,4,CAGL+1,North,74435,736,2026-03-28 19:00:00,Rejected
10845,151056,5,2,Unique,East,25739,550,2026-03-28 20:00:00,Rejected
10846,213400,0,3,Unique,West,31818,674,2026-03-28 21:00:00,Approved
10847,265315,4,1,CAGL+1,North,35521,782,2026-03-28 22:00:00,Approved
10848,299068,5,5,Others,North,14409,602,2026-03-28 23:00:00,Rejected
10849,148783,9,2,Unique,West,45495,734,2026-03-29 00:00:00,Approved
10850,95548,1,2,Others,South,14040,629,2026-03-29 01:00:00,Approved
10851,267288,6,2,CAGL+2,West,55357,592,2026-03-29 02:00:00,Rejected
10852,135093,3,2,CAGL+1,South,23667,695,2026-03-29 03:00:00,Approved
10853,245835,4,5,Unique,South,17011,716,2026-03-29 04:00:00,Rejected
10854,216084,2,5,CAGL+2,North,26535,580,2026-03-29 05:00:00,Rejected
10855,280398,4,1,CAGL+1,East,69187,595,2026-03-29 06:00:00,Rejected
10856,239027,3,2,CAGL+1,North,11612,550,2026-03-29 07:00:00,Rejected
10857,218072,9,3,CAGL+2,West,31268,723,2026-03-29 08:00:00,Approved
10858,258029,5,4,CAGL+1,East,15406,678,2026-03-29 09:00:00,Rejected
10859,219047,1,2,Unique,North,16687,605,2026-03-29 10:00:00,Approved
10860,140509,2,5,Unique,South,35070,595,2026-03-29 11:00:00,Rejected
10861,247784,9,1,CAGL+2,South,57156,637,2026-03-29 12:00:00,Approved
10862,13273,0,2,Unique,North,17400,732,2026-03-29 13:00:00,Approved
10863,25330,6,1,Unique,West,46620,605,2026-03-29 14:00:00,Rejected
10864,162566,8,3,CAGL+1,East,73325,627,2026-03-29 15:00:00,Approved
10865,86422,1,3,CAGL+2,North,57752,572,2026-03-29 16:00:00,Rejected
10866,13212,6,3,Others,South,40917,597,2026-03-29 17:00:00,Rejected
10867,242131,2,3,Unique,South,74558,739,2026-03-29 18:00:00,Approved
10868,97594,4,4,CAGL+2,South,31238,685,2026-03-29 19:00:00,Approved
10869,142152,5,1,CAGL+1,West,50579,615,2026-03-29 20:00:00,Approved
10870,32007,7,2,CAGL+2,East,34906,554,2026-03-29 21:00:00,Rejected
10871,123805,3,4,CAGL+2,North,53803,587,2026-03-29 22:00:00,Rejected
10872,105815,1,2,Unique,East,15413,797,2026-03-29 23:00:00,Approved
10873,272783,2,5,CAGL+1,North,16959,646,2026-03-30 00:00:00,Rejected
10874,88038,7,4,Others,West,62259,681,2026-03-30 01:00:00,Approved
10875,275880,6,4,CAGL+1,North,42051,716,2026-03-30 02:00:00,Rejected
10876,263506,5,5,CAGL+1,South,38253,557,2026-03-30 03:00:00,Rejected
10877,26473,4,4,Unique,South,60123,642,2026-03-30 04:00:00,Approved
10878,138771,4,1,Unique,West,57219,642,2026-03-30 05:00:00,Approved
10879,135801,0,3,Others,East,39654,586,2026-03-30 06:00:00,Rejected
10880,96623,5,2,CAGL+1,South,10410,715,2026-03-30 07:00:00,Approved
10881,235097,8,5,Unique,North,31846,771,2026-03-30 08:00:00,Rejected
10882,225933,7,3,Unique,South,72257,669,2026-03-30 09:00:00,Approved
10883,206879,9,4,CAGL+2,North,76129,660,2026-03-30 10:00:00,Rejected
10884,290558,0,1,CAGL+2,East,45860,737,2026-03-30 11:00:00,Approved
10885,34220,5,4,CAGL+1,South,62024,689,2026-03-30 12:00:00,Approved
10886,70531,2,5,Others,South,62345,653,2026-03-30 13:00:00,Approved
10887,183497,5,4,Unique,North,36642,749,2026-03-30 14:00:00,Rejected
10888,19387,8,1,CAGL+2,West,48803,661,2026-03-30 15:00:00,Rejected
10889,255752,5,4,Unique,West,26263,608,2026-03-30 16:00:00,Rejected
10890,86815,7,4,Unique,South,45473,660,2026-03-30 17:00:00,Approved
10891,37584,5,4,CAGL+1,East,38473,568,2026-03-30 18:00:00,Rejected
10892,54783,5,4,Unique,East,44486,616,2026-03-30 19:00:00,Approved
10893,180881,6,1,Unique,West,78884,717,2026-03-30 20:00:00,Approved
10894,195399,9,2,Unique,South,15312,572,2026-03-30 21:00:00,Rejected
10895,134494,3,3,Unique,West,16301,693,2026-03-30 22:00:00,Approved
10896,125814,7,5,CAGL+2,North,74264,791,2026-03-30 23:00:00,Approved
10897,260139,3,2,Others,East,73195,787,2026-03-31 00:00:00,Approved
10898,151929,6,1,Unique,West,30741,705,2026-03-31 01:00:00,Approved
10899,183333,0,5,Unique,South,36917,767,2026-03-31 02:00:00,Rejected
10900,256509,8,5,Unique,West,16465,599,2026-03-31 03:00:00,Rejected
10901,23580,9,4,CAGL+2,South,36758,689,2026-03-31 04:00:00,Approved
10902,28240,8,3,Unique,West,67303,593,2026-03-31 05:00:00,Rejected
10903,264351,6,3,CAGL+2,West,78526,765,2026-03-31 06:00:00,Rejected
10904,264271,7,1,Unique,East,47278,664,2026-03-31 07:00:00,Approved
10905,90974,1,2,Unique,West,61654,790,2026-03-31 08:00:00,Rejected
10906,83401,9,4,Unique,North,26156,755,2026-03-31 09:00:00,Approved
10907,223165,9,3,Unique,West,19749,567,2026-03-31 10:00:00,Rejected
10908,174340,6,4,CAGL+1,South,30555,785,2026-03-31 11:00:00,Rejected
10909,275790,0,2,Unique,South,32189,609,2026-03-31 12:00:00,Approved
10910,196443,2,5,CAGL+1,North,29033,717,2026-03-31 13:00:00,Rejected
10911,258123,5,2,Unique,North,35851,636,2026-03-31 14:00:00,Approved
10912,99460,4,5,CAGL+1,South,50496,692,2026-03-31 15:00:00,Approved
10913,61048,4,2,CAGL+2,West,64438,731,2026-03-31 16:00:00,Approved
10914,216518,8,4,Unique,North,40299,676,2026-03-31 17:00:00,Rejected
10915,142850,5,2,CAGL+2,West,14831,744,2026-03-31 18:00:00,Approved
10916,221912,2,3,Unique,North,61937,612,2026-03-31 19:00:00,Approved
10917,276891,1,3,CAGL+2,West,47431,672,2026-03-31 20:00:00,Approved
10918,10045,8,1,CAGL+1,North,53921,732,2026-03-31 21:00:00,Approved
10919,17758,9,3,CAGL+1,South,16564,717,2026-03-31 22:00:00,Approved
10920,265397,3,3,Unique,West,58279,687,2026-03-31 23:00:00,Approved
10921,164509,4,5,Unique,North,27687,604,2026-04-01 00:00:00,Rejected
10922,160657,8,4,CAGL+1,West,45485,645,2026-04-01 01:00:00,Rejected
10923,150926,4,4,CAGL+2,East,56188,558,2026-04-01 02:00:00,Rejected
10924,193148,6,5,Others,East,55050,622,2026-04-01 03:00:00,Rejected
10925,158421,1,3,Others,North,38022,740,2026-04-01 04:00:00,Approved
10926,237300,1,2,Unique,East,34916,658,2026-04-01 05:00:00,Approved
10927,162420,3,5,Unique,North,54486,610,2026-04-01 06:00:00,Rejected
10928,175368,7,4,CAGL+2,North,21521,608,2026-04-01 07:00:00,Rejected
10929,29455,1,1,Others,East,53759,787,2026-04-01 08:00:00,Approved
10930,219896,9,4,Unique,South,42688,635,2026-04-01 09:00:00,Rejected
10931,241897,6,2,Unique,North,14308,615,2026-04-01 10:00:00,Approved
10932,98552,0,4,CAGL+2,North,60699,612,2026-04-01 11:00:00,Rejected
10933,50484,8,5,CAGL+1,East,63116,594,2026-04-01 12:00:00,Rejected
10934,144476,9,1,CAGL+2,West,70297,671,2026-04-01 13:00:00,Approved
10935,178332,5,4,Unique,East,32185,582,2026-04-01 14:00:00,Rejected
10936,110647,0,5,CAGL+2,North,14108,773,2026-04-01 15:00:00,Approved
10937,75642,9,5,Unique,West,75217,624,2026-04-01 16:00:00,Approved
10938,221803,5,5,CAGL+1,West,62753,797,2026-04-01 17:00:00,Rejected
10939,138824,4,1,Unique,East,75137,575,2026-04-01 18:00:00,Rejected
10940,258914,4,5,CAGL+1,West,49632,707,2026-04-01 19:00:00,Rejected
10941,120879,4,1,CAGL+2,South,17479,565,2026-04-01 20:00:00,Rejected
10942,130827,3,2,CAGL+1,South,63724,758,2026-04-01 21:00:00,Approved
10943,277724,6,2,Others,South,55774,766,2026-04-01 22:00:00,Approved
10944,277544,8,2,Unique,North,23740,765,2026-04-01 23:00:00,Approved
10945,180715,3,5,CAGL+1,East,43747,733,2026-04-02 00:00:00,Rejected
10946,237257,1,1,Others,East,30919,687,2026-04-02 01:00:00,Approved
10947,137319,1,2,CAGL+2,North,78631,735,2026-04-02 02:00:00,Approved
10948,116960,1,3,CAGL+1,North,36031,682,2026-04-02 03:00:00,Approved
10949,49015,6,2,CAGL+2,East,42313,706,2026-04-02 04:00:00,Approved
10950,213877,3,5,Unique,North,70483,588,2026-04-02 05:00:00,Rejected
10951,155109,3,3,CAGL+1,East,69198,677,2026-04-02 06:00:00,Approved
10952,272063,0,4,Others,West,24629,785,2026-04-02 07:00:00,Rejected
10953,98754,3,3,Others,West,33408,661,2026-04-02 08:00:00,Approved
10954,231775,5,4,CAGL+1,West,29776,693,2026-04-02 09:00:00,Rejected
10955,213225,1,3,Unique,East,53218,677,2026-04-02 10:00:00,Approved
10956,162606,3,1,Unique,North,54273,763,2026-04-02 11:00:00,Approved
10957,232067,6,3,Others,North,63042,590,2026-04-02 12:00:00,Rejected
10958,66879,8,2,CAGL+2,North,12185,661,2026-04-02 13:00:00,Approved
10959,129894,1,4,Unique,North,54401,593,2026-04-02 14:00:00,Rejected
10960,75839,7,4,Others,North,32392,586,2026-04-02 15:00:00,Rejected
10961,39756,5,2,Unique,North,29800,558,2026-04-02 16:00:00,Rejected
10962,153755,7,1,Unique,East,15808,583,2026-04-02 17:00:00,Rejected
10963,190557,1,3,CAGL+1,South,62986,742,2026-04-02 18:00:00,Approved
10964,239303,0,1,Unique,North,78537,631,2026-04-02 19:00:00,Rejected
10965,159787,6,2,Others,East,78318,568,2026-04-02 20:00:00,Rejected
10966,102943,8,3,Unique,East,75515,599,2026-04-02 21:00:00,Rejected
10967,228188,8,2,Unique,East,13450,630,2026-04-02 22:00:00,Approved
10968,158188,1,4,CAGL+1,East,47074,716,2026-04-02 23:00:00,Rejected
10969,46744,3,4,CAGL+2,North,24086,634,2026-04-03 00:00:00,Approved
10970,134697,0,4,Unique,West,71832,565,2026-04-03 01:00:00,Rejected
10971,126072,6,5,CAGL+1,West,58076,711,2026-04-03 02:00:00,Approved
10972,246028,1,5,Unique,East,75017,596,2026-04-03 03:00:00,Rejected
10973,179123,3,4,Unique,South,11577,633,2026-04-03 04:00:00,Rejected
10974,17176,1,5,Unique,North,64626,792,2026-04-03 05:00:00,Rejected
10975,262365,0,5,CAGL+1,South,40113,587,2026-04-03 06:00:00,Rejected
10976,159748,6,2,CAGL+1,West,14923,616,2026-04-03 07:00:00,Approved
